TAA	TAG	TGA
21.0	75.0	137
20.0	22.0	21
20.0	20.0	21
67.0	20.0	20
43.0	21.0	62
20.0	22.0	31
21.0	10.0	93
132.0	1.0	20
20.0	20.0	90
44.0	21.0	33
20.0	21.0	282
20.0	21.0	98
105.0	9.0	180
22.0	244.0	30
18.0	21.0	69
20.0	20.0	69
20.0	20.0	46
1.0	234.0	20
118.0	176.0	20
20.0	37.0	20
20.0	4.0	6
195.0	27.0	116
123.0	20.0	20
23.0	20.0	14
126.0	8.0	91
24.0	5.0	37
21.0	55.0	26
54.0	58.0	5
73.0	53.0	152
121.0	18.0	20
20.0	110.0	21
20.0	62.0	2
20.0	46.0	74
193.0	20.0	20
11.0	23.0	109
109.0	117.0	10
20.0	7.0	135
20.0	65.0	20
64.0	17.0	20
17.0	21.0	20
60.0	30.0	2
20.0	99.0	26
21.0	68.0	23
20.0	1.0	22
21.0	174.0	110
21.0	4.0	76
20.0	118.0	41
20.0	67.0	33
10.0	102.0	20
9.0	266.0	148
178.0	21.0	22
212.0	171.0	20
8.0	20.0	60
21.0	20.0	20
57.0	61.0	20
22.0	42.0	33
97.0	129.0	133
20.0	20.0	21
20.0	52.0	20
77.0	304.0	317
20.0	20.0	20
126.0	154.0	20
15.0	17.0	20
90.0	400.0	20
109.0	115.0	23
63.0	18.0	7
111.0	20.0	58
30.0	103.0	45
286.0	103.0	7
20.0	20.0	476
25.0	64.0	20
112.0	20.0	23
53.0	19.0	6
24.0	52.0	67
21.0	21.0	23
47.0	17.0	4
32.0	21.0	20
23.0	20.0	34
20.0	101.0	20
20.0	39.0	20
119.0	20.0	68
103.0	20.0	169
171.0	12.0	49
22.0	22.0	7
182.0	179.0	89
13.0	20.0	179
21.0	73.0	38
212.0	113.0	20
21.0	4.0	20
37.0	42.0	120
38.0	102.0	41
20.0	22.0	198
24.0	20.0	20
23.0	11.0	79
15.0	91.0	99
23.0	53.0	20
54.0	42.0	89
12.0	20.0	138
10.0	8.0	19
41.0	129.0	21
20.0	23.0	199
1.0	20.0	197
139.0	20.0	122
69.0	20.0	156
37.0	21.0	37
20.0	21.0	81
21.0	20.0	21
36.0	20.0	182
32.0	20.0	227
199.0	262.0	21
47.0	105.0	22
21.0	20.0	20
114.0	296.0	91
41.0	21.0	21
20.0	76.0	20
20.0	315.0	299
68.0	21.0	42
22.0	16.0	42
20.0	118.0	38
178.0	82.0	124
37.0	53.0	20
21.0	20.0	20
21.0	170.0	21
20.0	276.0	71
165.0	23.0	159
21.0	156.0	32
50.0	20.0	31
24.0	20.0	342
297.0	24.0	21
78.0	20.0	32
30.0	21.0	128
20.0	20.0	2
114.0	20.0	164
21.0	20.0	66
20.0	22.0	54
22.0	20.0	20
55.0	20.0	167
25.0	20.0	22
20.0	23.0	166
22.0	247.0	20
45.0	5.0	20
123.0	150.0	65
45.0	90.0	275
20.0	66.0	22
60.0	20.0	20
44.0	20.0	114
19.0	23.0	20
26.0	19.0	20
22.0	17.0	20
94.0	85.0	194
222.0	108.0	20
224.0	20.0	20
68.0	146.0	23
20.0	128.0	110
179.0	22.0	286
37.0	22.0	36
20.0	20.0	20
20.0	104.0	20
8.0	20.0	26
135.0	16.0	199
136.0	21.0	20
21.0	20.0	18
59.0	21.0	64
29.0	20.0	159
31.0	21.0	150
154.0	20.0	115
93.0	22.0	20
20.0	145.0	180
526.0	21.0	20
75.0	3.0	240
20.0	62.0	82
21.0	77.0	29
23.0	20.0	169
21.0	20.0	145
20.0	20.0	45
20.0	146.0	51
20.0	289.0	30
183.0	20.0	117
21.0	49.0	20
20.0	20.0	48
20.0	30.0	31
10.0	104.0	74
151.0	137.0	109
272.0	1.0	114
146.0	125.0	27
141.0	56.0	20
163.0	55.0	319
21.0	262.0	43
20.0	22.0	84
33.0	8.0	51
173.0	224.0	57
142.0	45.0	12
20.0	116.0	36
97.0	20.0	20
52.0	37.0	163
20.0	21.0	72
136.0	21.0	40
73.0	204.0	34
129.0	9.0	6
121.0	6.0	4
22.0	306.0	26
85.0	22.0	22
20.0	3.0	20
21.0	19.0	20
20.0	105.0	20
97.0	59.0	20
14.0	53.0	1
68.0	20.0	54
38.0	20.0	11
54.0	33.0	62
92.0	34.0	127
183.0	20.0	113
22.0	20.0	39
127.0	21.0	18
61.0	116.0	6
20.0	75.0	14
173.0	124.0	100
23.0	170.0	278
87.0	22.0	29
20.0	23.0	155
21.0	127.0	20
24.0	4.0	20
21.0	80.0	20
187.0	3.0	21
20.0	256.0	202
23.0	20.0	20
20.0	8.0	42
21.0	69.0	57
158.0	18.0	35
23.0	213.0	23
14.0	115.0	21
2.0	32.0	21
91.0	58.0	20
21.0	94.0	67
20.0	4.0	117
22.0	66.0	21
20.0	21.0	240
30.0	25.0	28
39.0	143.0	178
46.0	174.0	168
23.0	30.0	20
79.0	14.0	61
64.0	175.0	33
20.0	301.0	26
20.0	17.0	24
20.0	105.0	254
8.0	47.0	135
85.0	26.0	211
71.0	167.0	71
22.0	25.0	42
67.0	20.0	76
49.0	253.0	20
21.0	90.0	5
25.0	19.0	162
20.0	20.0	230
20.0	17.0	21
21.0	17.0	33
44.0	48.0	168
88.0	172.0	138
25.0	98.0	27
126.0	81.0	86
79.0	37.0	40
33.0	70.0	22
29.0	83.0	81
23.0	112.0	30
348.0	20.0	34
80.0	9.0	20
105.0	51.0	20
40.0	20.0	97
21.0	20.0	129
8.0	72.0	29
85.0	92.0	20
29.0	104.0	22
20.0	33.0	20
22.0	178.0	258
70.0	20.0	21
65.0	20.0	176
4.0	21.0	20
22.0	20.0	21
20.0	20.0	20
315.0	20.0	20
31.0	20.0	80
20.0	60.0	89
21.0	64.0	21
20.0	96.0	20
101.0	101.0	136
22.0	163.0	21
21.0	20.0	20
22.0	178.0	21
241.0	205.0	1
204.0	24.0	15
79.0	58.0	88
102.0	55.0	20
20.0	69.0	20
20.0	48.0	93
203.0	88.0	82
140.0	192.0	20
80.0	15.0	20
156.0	23.0	22
82.0	67.0	20
20.0	55.0	21
20.0	20.0	20
224.0	21.0	131
20.0	119.0	20
20.0	107.0	21
20.0	47.0	20
20.0	21.0	31
21.0	134.0	158
26.0	21.0	134
125.0	22.0	20
21.0	147.0	22
21.0	31.0	53
22.0	20.0	39
214.0	107.0	13
137.0	260.0	5
20.0	144.0	160
21.0	72.0	61
20.0	66.0	86
20.0	20.0	20
20.0	125.0	20
270.0	27.0	12
123.0	342.0	196
8.0	20.0	277
106.0	342.0	17
165.0	20.0	20
2.0	187.0	20
58.0	20.0	21
21.0	20.0	21
23.0	20.0	88
189.0	20.0	20
38.0	130.0	21
40.0	370.0	21
239.0	287.0	56
5.0	248.0	39
28.0	50.0	144
120.0	93.0	20
60.0	24.0	20
23.0	22.0	20
20.0	139.0	254
205.0	26.0	12
20.0	81.0	146
20.0	20.0	73
122.0	25.0	20
33.0	44.0	20
20.0	195.0	138
422.0	30.0	22
63.0	35.0	87
21.0	20.0	25
82.0	137.0	24
2.0	38.0	21
36.0	169.0	41
235.0	21.0	83
20.0	20.0	20
22.0	129.0	9
20.0	181.0	91
20.0	60.0	20
20.0	140.0	25
20.0	130.0	11
300.0	113.0	21
41.0	72.0	165
231.0	18.0	276
20.0	20.0	42
20.0	73.0	304
142.0	21.0	25
20.0	20.0	87
21.0	14.0	38
50.0	106.0	21
20.0	81.0	20
1.0	21.0	38
130.0	20.0	30
25.0	20.0	20
60.0	20.0	20
70.0	20.0	203
62.0	20.0	31
20.0	568.0	44
47.0	186.0	112
108.0	20.0	61
20.0	95.0	98
17.0	252.0	21
9.0	29.0	65
21.0	71.0	168
124.0	183.0	103
51.0	187.0	172
47.0	112.0	69
32.0	4.0	94
87.0	63.0	21
20.0	83.0	20
6.0	69.0	4
24.0	20.0	146
10.0	151.0	20
166.0	23.0	20
21.0	26.0	132
179.0	21.0	20
20.0	60.0	20
14.0	356.0	73
122.0	47.0	146
7.0	56.0	6
60.0	91.0	68
32.0	38.0	111
21.0	100.0	61
22.0	23.0	20
20.0	44.0	44
20.0	174.0	154
20.0	58.0	24
20.0	98.0	34
20.0	2.0	35
2.0	241.0	76
140.0	20.0	6
20.0	201.0	74
20.0	20.0	20
20.0	45.0	118
20.0	11.0	47
20.0	95.0	32
48.0	171.0	121
156.0	262.0	171
24.0	85.0	20
22.0	18.0	28
20.0	21.0	90
20.0	50.0	23
30.0	60.0	245
26.0	8.0	20
21.0	22.0	84
5.0	53.0	131
63.0	216.0	187
36.0	22.0	20
131.0	293.0	20
84.0	258.0	20
20.0	20.0	20
161.0	175.0	7
5.0	20.0	35
21.0	20.0	24
24.0	20.0	222
23.0	20.0	21
15.0	278.0	133
153.0	60.0	31
116.0	20.0	293
87.0	189.0	21
20.0	194.0	110
56.0	57.0	21
46.0	20.0	20
20.0	24.0	20
22.0	131.0	20
22.0	70.0	20
21.0	35.0	78
20.0	20.0	131
20.0	20.0	137
187.0	20.0	64
40.0	254.0	21
21.0	148.0	20
20.0	120.0	40
21.0	20.0	100
112.0	112.0	21
130.0	46.0	21
55.0	62.0	181
118.0	20.0	22
36.0	77.0	165
20.0	20.0	46
20.0	21.0	28
21.0	20.0	20
20.0	24.0	3
65.0	20.0	64
118.0	23.0	83
18.0	20.0	31
21.0	21.0	18
21.0	1.0	1
44.0	53.0	25
211.0	162.0	4
20.0	21.0	40
16.0	165.0	41
120.0	40.0	22
83.0	43.0	158
48.0	130.0	79
156.0	7.0	20
24.0	44.0	20
20.0	20.0	83
21.0	20.0	33
1.0	203.0	42
192.0	60.0	189
71.0	20.0	37
101.0	21.0	64
20.0	20.0	135
20.0	20.0	48
22.0	37.0	66
20.0	21.0	216
20.0	20.0	23
20.0	55.0	11
20.0	18.0	195
21.0	20.0	21
167.0	20.0	21
20.0	100.0	263
97.0	41.0	20
84.0	20.0	60
121.0	17.0	20
4.0	102.0	20
20.0	74.0	28
20.0	115.0	18
89.0	20.0	20
163.0	126.0	52
22.0	58.0	11
212.0	37.0	105
62.0	20.0	20
301.0	35.0	86
20.0	111.0	51
3.0	21.0	27
101.0	21.0	277
21.0	172.0	20
21.0	35.0	14
3.0	179.0	35
20.0	24.0	6
20.0	43.0	51
336.0	20.0	37
21.0	20.0	35
21.0	14.0	102
156.0	2.0	22
21.0	138.0	135
211.0	29.0	21
111.0	21.0	10
122.0	137.0	120
29.0	20.0	73
100.0	20.0	20
46.0	20.0	191
44.0	20.0	373
147.0	80.0	35
20.0	130.0	14
23.0	20.0	56
61.0	34.0	20
543.0	143.0	96
20.0	85.0	98
250.0	23.0	604
120.0	20.0	74
20.0	20.0	84
103.0	12.0	206
13.0	198.0	20
92.0	126.0	53
66.0	128.0	20
109.0	20.0	20
21.0	20.0	20
21.0	21.0	188
235.0	128.0	21
41.0	20.0	13
52.0	285.0	25
202.0	22.0	21
346.0	21.0	2
179.0	20.0	111
58.0	22.0	8
21.0	69.0	45
36.0	49.0	120
21.0	22.0	22
22.0	20.0	22
21.0	20.0	40
21.0	175.0	64
20.0	20.0	121
16.0	20.0	20
28.0	124.0	21
21.0	20.0	136
17.0	20.0	20
256.0	20.0	178
21.0	21.0	66
35.0	2.0	21
146.0	121.0	21
4.0	20.0	48
83.0	25.0	80
14.0	20.0	21
18.0	51.0	24
22.0	3.0	20
52.0	80.0	21
27.0	32.0	20
20.0	68.0	20
58.0	22.0	21
20.0	20.0	20
39.0	22.0	22
20.0	20.0	161
21.0	20.0	20
20.0	21.0	21
22.0	86.0	26
20.0	278.0	32
20.0	75.0	80
110.0	15.0	249
20.0	48.0	20
96.0	165.0	38
20.0	18.0	143
106.0	20.0	24
176.0	101.0	271
52.0	68.0	107
123.0	16.0	20
193.0	20.0	18
2.0	21.0	125
3.0	20.0	93
299.0	20.0	57
45.0	69.0	122
20.0	72.0	73
20.0	71.0	1
24.0	20.0	51
32.0	112.0	3
69.0	20.0	20
29.0	20.0	25
20.0	305.0	202
36.0	20.0	20
72.0	8.0	21
77.0	28.0	42
17.0	17.0	21
178.0	82.0	34
20.0	178.0	17
94.0	158.0	41
26.0	22.0	54
21.0	6.0	210
37.0	187.0	7
26.0	20.0	35
20.0	20.0	6
20.0	42.0	382
231.0	266.0	186
21.0	20.0	38
22.0	21.0	244
34.0	20.0	20
18.0	21.0	103
20.0	35.0	20
20.0	161.0	20
21.0	20.0	8
20.0	28.0	39
63.0	53.0	208
51.0	117.0	69
89.0	218.0	20
71.0	68.0	20
20.0	21.0	172
20.0	20.0	20
20.0	1.0	20
22.0	77.0	21
257.0	34.0	145
131.0	24.0	54
20.0	80.0	198
147.0	49.0	114
20.0	141.0	21
238.0	20.0	20
198.0	269.0	7
103.0	23.0	95
256.0	68.0	61
34.0	124.0	245
22.0	22.0	145
180.0	20.0	10
265.0	20.0	70
20.0	20.0	67
42.0	21.0	20
23.0	227.0	20
22.0	82.0	20
297.0	21.0	288
182.0	20.0	22
193.0	212.0	150
41.0	35.0	5
174.0	228.0	17
20.0	121.0	24
308.0	24.0	40
90.0	46.0	77
70.0	76.0	24
86.0	22.0	23
20.0	23.0	250
209.0	21.0	20
29.0	20.0	20
147.0	22.0	21
31.0	20.0	20
162.0	20.0	23
180.0	7.0	20
21.0	149.0	259
5.0	20.0	22
39.0	196.0	162
63.0	123.0	12
261.0	20.0	118
140.0	21.0	12
10.0	21.0	238
178.0	2.0	279
20.0	275.0	33
20.0	20.0	121
20.0	20.0	39
2.0	283.0	56
144.0	116.0	364
137.0	46.0	21
20.0	22.0	157
21.0	20.0	24
41.0	20.0	22
157.0	22.0	20
20.0	20.0	20
139.0	21.0	22
35.0	20.0	270
33.0	25.0	59
64.0	286.0	145
20.0	35.0	21
20.0	67.0	190
137.0	251.0	106
3.0	21.0	84
21.0	183.0	33
20.0	20.0	20
123.0	23.0	20
184.0	21.0	107
44.0	22.0	23
33.0	23.0	102
20.0	1.0	109
20.0	63.0	20
85.0	183.0	20
141.0	20.0	79
146.0	132.0	20
20.0	103.0	20
10.0	54.0	56
46.0	80.0	160
21.0	29.0	255
21.0	46.0	133
21.0	33.0	20
20.0	55.0	20
20.0	265.0	20
184.0	21.0	21
20.0	93.0	52
20.0	21.0	85
22.0	20.0	130
46.0	67.0	23
46.0	207.0	30
20.0	18.0	19
23.0	31.0	140
20.0	5.0	20
20.0	127.0	114
153.0	20.0	20
36.0	20.0	21
20.0	20.0	129
21.0	126.0	21
20.0	21.0	131
20.0	53.0	20
1.0	29.0	215
194.0	250.0	6
20.0	21.0	80
6.0	3.0	20
84.0	177.0	56
407.0	63.0	22
355.0	20.0	23
18.0	22.0	21
20.0	20.0	232
21.0	21.0	197
53.0	20.0	20
144.0	219.0	20
17.0	10.0	212
20.0	33.0	25
172.0	20.0	184
80.0	7.0	12
85.0	21.0	14
21.0	20.0	70
104.0	15.0	21
31.0	74.0	21
46.0	37.0	176
39.0	20.0	264
25.0	194.0	81
20.0	22.0	78
44.0	20.0	89
127.0	73.0	21
20.0	20.0	23
21.0	17.0	178
118.0	41.0	282
9.0	63.0	21
22.0	20.0	4
20.0	20.0	44
21.0	50.0	23
279.0	63.0	123
3.0	17.0	26
41.0	104.0	12
24.0	20.0	201
27.0	3.0	39
234.0	9.0	226
20.0	22.0	20
152.0	299.0	21
20.0	24.0	23
21.0	121.0	25
6.0	64.0	33
20.0	151.0	28
97.0	32.0	20
21.0	14.0	22
20.0	10.0	21
21.0	56.0	79
20.0	134.0	21
20.0	166.0	116
195.0	20.0	26
20.0	36.0	20
22.0	36.0	20
20.0	20.0	20
180.0	24.0	81
21.0	24.0	21
89.0	243.0	1
146.0	20.0	21
48.0	20.0	215
117.0	98.0	25
97.0	238.0	22
24.0	11.0	224
20.0	14.0	22
85.0	146.0	20
91.0	103.0	33
20.0	39.0	49
20.0	15.0	165
20.0	47.0	74
260.0	20.0	121
21.0	36.0	34
27.0	63.0	187
145.0	17.0	20
20.0	24.0	20
242.0	72.0	20
20.0	10.0	13
227.0	30.0	21
21.0	127.0	156
163.0	29.0	25
39.0	202.0	22
21.0	153.0	171
20.0	294.0	231
20.0	128.0	14
21.0	20.0	24
67.0	21.0	20
27.0	86.0	37
170.0	70.0	18
20.0	21.0	80
16.0	20.0	20
192.0	94.0	20
20.0	99.0	20
7.0	74.0	232
161.0	18.0	20
21.0	59.0	16
259.0	121.0	20
87.0	20.0	20
22.0	163.0	40
38.0	64.0	110
20.0	31.0	47
291.0	19.0	118
20.0	161.0	205
20.0	20.0	33
96.0	20.0	21
20.0	20.0	191
20.0	19.0	61
111.0	111.0	108
274.0	173.0	20
224.0	8.0	13
23.0	161.0	130
20.0	149.0	22
20.0	159.0	370
40.0	18.0	21
82.0	88.0	20
4.0	20.0	145
161.0	86.0	20
149.0	35.0	9
94.0	131.0	20
23.0	45.0	335
20.0	6.0	20
25.0	19.0	61
20.0	22.0	20
66.0	89.0	20
20.0	66.0	20
20.0	24.0	20
22.0	20.0	4
21.0	20.0	175
20.0	20.0	20
20.0	20.0	212
92.0	207.0	20
27.0	43.0	160
64.0	21.0	320
118.0	20.0	21
12.0	21.0	21
11.0	24.0	19
18.0	20.0	10
101.0	20.0	108
37.0	20.0	27
119.0	206.0	22
20.0	92.0	27
90.0	142.0	20
36.0	44.0	6
100.0	25.0	22
24.0	27.0	20
20.0	79.0	20
45.0	52.0	22
124.0	45.0	21
258.0	199.0	111
76.0	66.0	21
25.0	24.0	72
146.0	1.0	20
20.0	20.0	20
90.0	21.0	21
11.0	21.0	131
56.0	21.0	33
68.0	20.0	215
39.0	21.0	29
20.0	21.0	5
153.0	180.0	23
18.0	23.0	15
23.0	155.0	215
97.0	108.0	20
112.0	20.0	155
21.0	20.0	79
21.0	20.0	164
104.0	21.0	27
199.0	21.0	28
77.0	16.0	20
20.0	20.0	20
144.0	21.0	61
223.0	174.0	27
253.0	198.0	83
28.0	1.0	174
168.0	118.0	387
165.0	59.0	13
20.0	250.0	95
21.0	92.0	225
20.0	127.0	332
24.0	18.0	26
131.0	265.0	199
57.0	23.0	21
176.0	133.0	57
24.0	23.0	21
87.0	164.0	20
20.0	20.0	343
18.0	20.0	21
151.0	21.0	21
62.0	20.0	2
10.0	21.0	73
309.0	24.0	20
4.0	58.0	20
244.0	20.0	1
50.0	22.0	164
20.0	20.0	20
63.0	20.0	20
93.0	123.0	23
20.0	88.0	6
201.0	20.0	3
21.0	20.0	262
20.0	20.0	282
20.0	20.0	20
20.0	20.0	20
96.0	25.0	20
39.0	11.0	89
20.0	18.0	10
10.0	21.0	173
219.0	120.0	200
20.0	13.0	175
105.0	110.0	47
30.0	21.0	20
124.0	20.0	22
8.0	5.0	20
10.0	58.0	59
5.0	17.0	112
23.0	21.0	24
21.0	20.0	3
20.0	9.0	66
27.0	27.0	171
104.0	20.0	152
35.0	25.0	134
46.0	703.0	24
20.0	116.0	20
25.0	20.0	39
266.0	21.0	20
12.0	20.0	39
17.0	11.0	165
77.0	247.0	148
173.0	84.0	76
94.0	26.0	58
22.0	21.0	42
20.0	147.0	99
89.0	21.0	60
67.0	20.0	113
83.0	20.0	20
26.0	227.0	20
20.0	20.0	21
22.0	41.0	237
20.0	289.0	22
2.0	45.0	22
260.0	79.0	5
28.0	49.0	46
22.0	19.0	136
20.0	239.0	79
38.0	400.0	72
137.0	20.0	93
20.0	98.0	77
21.0	20.0	6
20.0	157.0	20
3.0	20.0	20
25.0	64.0	20
77.0	32.0	21
62.0	113.0	20
22.0	118.0	44
55.0	21.0	92
20.0	21.0	23
172.0	66.0	21
103.0	24.0	20
5.0	94.0	122
78.0	195.0	25
51.0	30.0	21
22.0	46.0	23
21.0	20.0	162
37.0	137.0	246
15.0	122.0	187
66.0	90.0	161
20.0	20.0	40
14.0	21.0	20
6.0	156.0	20
16.0	5.0	152
9.0	563.0	68
12.0	287.0	147
25.0	221.0	21
20.0	147.0	24
126.0	20.0	232
20.0	20.0	7
21.0	21.0	400
21.0	20.0	54
22.0	282.0	20
118.0	60.0	20
20.0	358.0	22
20.0	231.0	21
20.0	20.0	21
67.0	78.0	109
20.0	20.0	29
236.0	32.0	267
4.0	69.0	40
66.0	3.0	149
22.0	9.0	20
20.0	51.0	21
200.0	30.0	20
20.0	18.0	20
3.0	168.0	3
51.0	15.0	81
20.0	79.0	20
20.0	20.0	20
175.0	196.0	40
36.0	20.0	118
118.0	329.0	30
53.0	1.0	21
15.0	21.0	21
20.0	20.0	126
97.0	20.0	23
21.0	84.0	156
20.0	4.0	20
24.0	79.0	20
20.0	20.0	10
232.0	16.0	142
251.0	15.0	21
5.0	26.0	20
219.0	39.0	45
22.0	191.0	79
20.0	51.0	175
29.0	109.0	167
140.0	20.0	21
22.0	39.0	48
78.0	23.0	17
54.0	20.0	21
20.0	20.0	13
20.0	42.0	91
73.0	117.0	124
35.0	20.0	264
5.0	21.0	26
235.0	20.0	21
25.0	193.0	20
20.0	204.0	20
20.0	21.0	21
12.0	20.0	103
229.0	20.0	162
18.0	26.0	20
45.0	9.0	24
88.0	188.0	48
79.0	22.0	20
21.0	185.0	20
20.0	17.0	21
20.0	33.0	20
21.0	37.0	20
21.0	105.0	188
70.0	20.0	32
54.0	20.0	30
76.0	172.0	20
21.0	119.0	20
20.0	32.0	152
116.0	20.0	44
68.0	21.0	170
241.0	1.0	20
6.0	46.0	23
21.0	59.0	236
56.0	22.0	143
20.0	20.0	198
20.0	57.0	20
4.0	63.0	21
23.0	6.0	105
20.0	23.0	60
30.0	40.0	20
94.0	32.0	20
208.0	153.0	20
233.0	42.0	25
20.0	20.0	265
51.0	152.0	22
444.0	114.0	128
20.0	16.0	21
20.0	78.0	20
237.0	240.0	20
22.0	22.0	20
21.0	60.0	119
22.0	20.0	4
67.0	5.0	52
115.0	95.0	65
1.0	137.0	4
75.0	14.0	42
81.0	8.0	21
58.0	81.0	98
210.0	34.0	106
29.0	20.0	286
57.0	20.0	36
37.0	64.0	20
20.0	70.0	22
20.0	24.0	180
186.0	20.0	22
120.0	20.0	20
655.0	24.0	196
161.0	62.0	21
20.0	72.0	22
20.0	20.0	20
21.0	16.0	21
53.0	58.0	154
72.0	20.0	35
66.0	20.0	29
20.0	4.0	66
203.0	21.0	20
21.0	214.0	21
20.0	21.0	20
394.0	21.0	20
79.0	84.0	48
204.0	309.0	67
20.0	88.0	186
19.0	216.0	156
135.0	25.0	401
332.0	64.0	16
20.0	118.0	142
20.0	24.0	10
20.0	211.0	121
20.0	20.0	19
2.0	20.0	4
225.0	107.0	97
20.0	207.0	20
18.0	8.0	100
42.0	94.0	24
10.0	15.0	16
93.0	28.0	155
21.0	22.0	107
20.0	49.0	149
20.0	20.0	20
43.0	72.0	99
11.0	96.0	12
113.0	100.0	73
239.0	104.0	189
20.0	197.0	22
190.0	69.0	27
239.0	97.0	79
20.0	20.0	20
20.0	20.0	20
146.0	15.0	21
21.0	53.0	248
180.0	6.0	42
8.0	81.0	193
15.0	153.0	202
167.0	22.0	187
20.0	26.0	20
20.0	20.0	118
3.0	154.0	42
38.0	21.0	156
86.0	20.0	180
20.0	20.0	37
139.0	48.0	139
283.0	43.0	33
15.0	118.0	73
21.0	109.0	104
20.0	24.0	23
256.0	156.0	422
25.0	167.0	20
218.0	20.0	22
20.0	21.0	61
20.0	12.0	39
25.0	71.0	22
91.0	28.0	20
23.0	21.0	20
20.0	20.0	20
20.0	73.0	152
221.0	29.0	7
20.0	27.0	20
47.0	95.0	20
41.0	173.0	11
20.0	22.0	12
26.0	168.0	191
21.0	21.0	65
113.0	70.0	2
76.0	96.0	138
22.0	311.0	21
21.0	172.0	219
132.0	207.0	100
5.0	21.0	20
34.0	20.0	20
61.0	93.0	74
292.0	246.0	145
9.0	20.0	346
74.0	1219.0	86
93.0	21.0	20
24.0	241.0	35
47.0	92.0	41
128.0	282.0	20
20.0	233.0	20
189.0	82.0	20
20.0	1.0	6
264.0	125.0	17
290.0	21.0	21
20.0	20.0	20
142.0	20.0	42
21.0	147.0	46
20.0	20.0	157
22.0	20.0	20
34.0	20.0	21
176.0	75.0	157
242.0	195.0	59
23.0	18.0	47
20.0	41.0	54
22.0	183.0	153
61.0	20.0	42
73.0	21.0	136
107.0	10.0	20
150.0	33.0	20
20.0	20.0	20
42.0	20.0	22
151.0	23.0	3
24.0	157.0	20
105.0	137.0	21
92.0	110.0	20
49.0	89.0	234
62.0	20.0	20
32.0	31.0	38
23.0	66.0	85
20.0	20.0	29
1.0	20.0	12
23.0	20.0	40
20.0	20.0	246
203.0	20.0	112
18.0	21.0	205
133.0	22.0	20
20.0	20.0	20
20.0	20.0	185
20.0	22.0	20
120.0	20.0	19
27.0	72.0	113
22.0	121.0	20
22.0	108.0	123
21.0	100.0	24
20.0	21.0	6
20.0	15.0	84
111.0	10.0	17
107.0	53.0	5
32.0	215.0	5
2.0	21.0	54
43.0	22.0	83
22.0	23.0	104
20.0	70.0	87
40.0	21.0	107
71.0	64.0	20
29.0	20.0	4
18.0	154.0	21
20.0	20.0	214
22.0	20.0	142
32.0	20.0	34
122.0	178.0	22
62.0	163.0	20
13.0	311.0	35
183.0	167.0	207
68.0	22.0	20
20.0	200.0	21
20.0	26.0	37
20.0	61.0	31
226.0	20.0	21
20.0	175.0	50
20.0	163.0	21
113.0	67.0	40
126.0	119.0	100
16.0	46.0	235
20.0	147.0	84
414.0	20.0	19
24.0	21.0	29
24.0	163.0	45
41.0	20.0	107
111.0	22.0	8
20.0	5.0	62
302.0	44.0	10
20.0	20.0	50
20.0	111.0	89
159.0	9.0	98
21.0	12.0	75
197.0	17.0	20
20.0	38.0	4
20.0	4.0	138
20.0	21.0	89
20.0	25.0	135
21.0	20.0	25
319.0	1.0	37
148.0	139.0	20
79.0	106.0	21
70.0	107.0	33
35.0	21.0	80
20.0	20.0	50
171.0	20.0	22
21.0	101.0	43
20.0	110.0	20
20.0	21.0	20
192.0	20.0	131
22.0	178.0	37
161.0	20.0	20
20.0	35.0	277
20.0	20.0	166
20.0	82.0	9
202.0	19.0	11
21.0	88.0	163
20.0	14.0	32
20.0	25.0	40
20.0	20.0	20
36.0	22.0	65
172.0	20.0	146
26.0	224.0	20
167.0	6.0	120
53.0	13.0	3
35.0	199.0	114
98.0	20.0	3
166.0	21.0	204
123.0	50.0	20
55.0	21.0	6
59.0	22.0	96
168.0	108.0	3
91.0	16.0	60
23.0	56.0	1
166.0	20.0	15
340.0	422.0	122
20.0	80.0	20
20.0	52.0	20
23.0	42.0	17
20.0	35.0	50
79.0	20.0	23
99.0	251.0	20
21.0	224.0	20
100.0	68.0	210
20.0	20.0	195
21.0	53.0	267
46.0	6.0	20
169.0	99.0	21
77.0	20.0	237
24.0	77.0	45
20.0	26.0	14
22.0	97.0	19
20.0	21.0	80
68.0	20.0	20
103.0	20.0	201
23.0	21.0	145
21.0	20.0	21
25.0	21.0	143
148.0	178.0	213
14.0	169.0	181
52.0	21.0	34
6.0	339.0	20
306.0	225.0	22
18.0	138.0	117
20.0	20.0	179
52.0	21.0	70
287.0	20.0	52
53.0	37.0	160
170.0	10.0	47
52.0	15.0	1
100.0	262.0	199
48.0	156.0	8
20.0	17.0	20
29.0	76.0	112
20.0	21.0	13
3.0	54.0	336
97.0	2.0	89
85.0	34.0	20
46.0	31.0	20
20.0	20.0	21
127.0	20.0	120
84.0	20.0	20
19.0	129.0	106
21.0	20.0	123
38.0	114.0	20
26.0	129.0	21
90.0	20.0	20
118.0	108.0	21
25.0	218.0	2
22.0	7.0	221
75.0	67.0	248
22.0	175.0	12
22.0	52.0	20
162.0	78.0	267
20.0	76.0	88
112.0	33.0	80
20.0	20.0	20
20.0	20.0	21
27.0	45.0	20
63.0	102.0	20
42.0	133.0	83
20.0	133.0	20
103.0	45.0	20
117.0	44.0	41
20.0	89.0	321
3.0	39.0	4
125.0	218.0	247
20.0	142.0	52
20.0	33.0	30
20.0	4.0	24
21.0	30.0	2
