TAA	TAG	TGA
122.0	21.0	23
157.0	147.0	20
100.0	20.0	73
49.0	276.0	22
32.0	62.0	21
43.0	20.0	22
89.0	103.0	319
249.0	2.0	21
20.0	80.0	84
20.0	28.0	153
20.0	49.0	20
127.0	21.0	44
21.0	20.0	210
21.0	20.0	315
21.0	175.0	65
163.0	25.0	10
23.0	82.0	23
98.0	76.0	109
78.0	20.0	64
84.0	20.0	20
6.0	153.0	20
13.0	20.0	48
24.0	23.0	44
113.0	21.0	51
1.0	21.0	163
19.0	43.0	21
164.0	102.0	246
20.0	20.0	22
45.0	20.0	21
35.0	20.0	30
20.0	314.0	73
22.0	113.0	129
7.0	21.0	10
126.0	20.0	69
21.0	21.0	139
20.0	20.0	20
23.0	96.0	20
366.0	26.0	4
6.0	24.0	44
102.0	22.0	23
217.0	10.0	112
21.0	21.0	7
20.0	19.0	26
26.0	24.0	66
206.0	10.0	64
113.0	156.0	101
10.0	23.0	350
19.0	20.0	30
6.0	23.0	25
74.0	21.0	21
248.0	20.0	20
35.0	20.0	20
20.0	209.0	21
5.0	21.0	20
25.0	335.0	137
21.0	19.0	38
20.0	70.0	217
20.0	72.0	20
56.0	152.0	20
81.0	9.0	12
40.0	309.0	178
38.0	20.0	20
129.0	20.0	171
146.0	22.0	26
21.0	110.0	184
233.0	21.0	20
127.0	20.0	252
73.0	76.0	20
20.0	44.0	127
21.0	28.0	164
20.0	143.0	278
20.0	20.0	37
75.0	20.0	55
4.0	20.0	52
95.0	94.0	21
20.0	20.0	16
21.0	1.0	103
15.0	172.0	20
169.0	22.0	223
75.0	98.0	26
35.0	517.0	229
21.0	337.0	314
179.0	61.0	21
7.0	73.0	21
23.0	20.0	89
20.0	20.0	43
158.0	20.0	90
159.0	26.0	30
177.0	2.0	20
42.0	117.0	6
20.0	22.0	98
20.0	20.0	21
159.0	22.0	121
20.0	93.0	20
22.0	164.0	22
59.0	21.0	20
33.0	80.0	169
383.0	23.0	50
145.0	20.0	20
20.0	100.0	22
48.0	164.0	25
167.0	180.0	61
177.0	20.0	25
18.0	20.0	56
91.0	20.0	23
6.0	34.0	154
69.0	105.0	41
20.0	20.0	3
20.0	123.0	35
20.0	20.0	29
20.0	207.0	2
22.0	162.0	16
180.0	179.0	5
131.0	7.0	41
22.0	68.0	57
20.0	20.0	20
21.0	258.0	120
22.0	20.0	80
21.0	21.0	24
93.0	20.0	42
177.0	3.0	141
32.0	175.0	59
286.0	55.0	26
20.0	25.0	20
50.0	20.0	21
21.0	51.0	21
20.0	47.0	21
90.0	62.0	49
20.0	16.0	22
240.0	45.0	72
7.0	29.0	162
36.0	167.0	24
20.0	40.0	21
20.0	42.0	20
257.0	20.0	95
21.0	91.0	146
21.0	53.0	20
242.0	50.0	264
23.0	20.0	5
20.0	21.0	180
20.0	65.0	21
89.0	96.0	20
42.0	24.0	153
48.0	22.0	95
206.0	23.0	290
23.0	21.0	39
137.0	10.0	105
21.0	120.0	49
20.0	24.0	126
241.0	20.0	26
63.0	20.0	413
20.0	20.0	68
24.0	20.0	173
20.0	21.0	53
20.0	20.0	10
20.0	20.0	20
41.0	51.0	77
20.0	117.0	71
20.0	42.0	20
20.0	71.0	322
22.0	180.0	20
250.0	23.0	242
218.0	20.0	21
15.0	20.0	168
41.0	20.0	101
20.0	20.0	20
97.0	13.0	264
29.0	28.0	21
183.0	22.0	147
162.0	20.0	85
20.0	26.0	21
14.0	135.0	8
20.0	20.0	58
21.0	21.0	33
64.0	220.0	138
81.0	57.0	20
20.0	44.0	68
20.0	56.0	20
20.0	29.0	159
30.0	21.0	20
251.0	263.0	23
32.0	147.0	99
36.0	26.0	96
62.0	469.0	22
84.0	21.0	22
85.0	20.0	20
286.0	21.0	23
135.0	113.0	20
108.0	92.0	20
27.0	42.0	20
98.0	9.0	214
87.0	24.0	26
172.0	20.0	162
20.0	89.0	20
211.0	23.0	76
21.0	20.0	458
23.0	77.0	30
20.0	20.0	78
21.0	21.0	20
22.0	20.0	111
369.0	20.0	20
20.0	21.0	149
22.0	20.0	14
458.0	187.0	177
25.0	226.0	20
62.0	20.0	157
20.0	225.0	80
349.0	30.0	31
21.0	22.0	211
20.0	20.0	20
20.0	70.0	145
20.0	74.0	197
24.0	26.0	19
20.0	57.0	156
214.0	20.0	97
20.0	34.0	96
20.0	28.0	22
21.0	20.0	78
53.0	186.0	159
105.0	42.0	10
117.0	20.0	3
22.0	29.0	20
20.0	158.0	20
20.0	74.0	3
182.0	32.0	241
110.0	22.0	14
123.0	21.0	4
82.0	7.0	15
21.0	3.0	19
39.0	186.0	20
102.0	86.0	20
25.0	157.0	22
140.0	21.0	21
60.0	3.0	198
9.0	47.0	21
142.0	233.0	125
20.0	20.0	49
21.0	202.0	19
158.0	21.0	40
20.0	20.0	105
20.0	156.0	20
73.0	24.0	47
20.0	17.0	40
20.0	20.0	53
22.0	20.0	65
26.0	20.0	74
18.0	28.0	21
72.0	21.0	38
21.0	23.0	107
177.0	7.0	62
27.0	153.0	23
20.0	34.0	9
20.0	19.0	83
22.0	20.0	64
89.0	11.0	139
112.0	217.0	20
20.0	20.0	125
11.0	65.0	69
158.0	20.0	21
20.0	20.0	239
22.0	102.0	155
20.0	73.0	170
122.0	20.0	20
21.0	20.0	42
109.0	130.0	20
181.0	192.0	23
171.0	21.0	288
31.0	44.0	30
49.0	122.0	22
252.0	332.0	3
20.0	23.0	152
20.0	55.0	4
160.0	20.0	154
20.0	20.0	58
22.0	21.0	21
208.0	30.0	273
20.0	59.0	62
20.0	25.0	23
21.0	20.0	20
30.0	65.0	2
103.0	25.0	141
30.0	190.0	25
13.0	108.0	21
79.0	20.0	22
21.0	105.0	104
3.0	90.0	12
124.0	112.0	108
43.0	20.0	47
48.0	20.0	27
152.0	21.0	20
22.0	21.0	20
387.0	20.0	20
16.0	118.0	129
79.0	20.0	20
29.0	20.0	80
27.0	20.0	21
20.0	21.0	21
20.0	22.0	167
5.0	80.0	17
212.0	256.0	164
20.0	22.0	55
21.0	209.0	215
21.0	274.0	14
19.0	20.0	48
87.0	334.0	66
38.0	116.0	456
63.0	21.0	13
21.0	153.0	88
20.0	124.0	20
65.0	20.0	21
24.0	128.0	162
133.0	20.0	14
106.0	224.0	25
54.0	203.0	20
150.0	25.0	21
20.0	20.0	221
20.0	20.0	150
151.0	152.0	194
71.0	21.0	21
127.0	267.0	256
20.0	16.0	27
24.0	118.0	91
20.0	21.0	1
22.0	325.0	22
23.0	10.0	132
97.0	125.0	79
17.0	121.0	135
181.0	20.0	5
20.0	127.0	28
20.0	20.0	17
22.0	22.0	195
10.0	20.0	20
80.0	23.0	20
39.0	69.0	619
195.0	20.0	1424
20.0	20.0	80
20.0	286.0	49
103.0	173.0	86
20.0	20.0	62
16.0	27.0	87
24.0	42.0	22
202.0	21.0	28
21.0	137.0	15
21.0	20.0	65
207.0	28.0	275
181.0	54.0	20
87.0	44.0	141
10.0	117.0	20
136.0	457.0	48
20.0	45.0	84
20.0	21.0	20
98.0	111.0	20
18.0	88.0	21
18.0	20.0	107
20.0	254.0	71
223.0	20.0	21
63.0	166.0	20
20.0	20.0	44
20.0	20.0	62
22.0	6.0	41
16.0	138.0	23
15.0	55.0	98
389.0	49.0	20
137.0	152.0	162
33.0	184.0	86
37.0	11.0	173
94.0	247.0	108
1.0	113.0	83
25.0	185.0	33
65.0	21.0	46
106.0	21.0	64
28.0	185.0	132
20.0	62.0	23
20.0	2.0	52
20.0	21.0	120
11.0	20.0	20
130.0	21.0	20
21.0	163.0	32
20.0	20.0	177
20.0	129.0	57
245.0	20.0	108
66.0	37.0	20
201.0	34.0	20
20.0	74.0	172
20.0	20.0	21
21.0	26.0	22
18.0	15.0	84
4.0	19.0	130
547.0	148.0	149
20.0	24.0	186
145.0	10.0	56
114.0	24.0	1
21.0	20.0	80
41.0	383.0	20
20.0	49.0	21
128.0	20.0	22
24.0	20.0	26
20.0	110.0	20
55.0	21.0	20
21.0	12.0	20
114.0	31.0	20
195.0	42.0	43
24.0	19.0	205
75.0	10.0	117
20.0	86.0	91
80.0	5.0	94
219.0	22.0	109
21.0	20.0	34
25.0	20.0	20
22.0	20.0	187
20.0	129.0	61
23.0	30.0	124
20.0	18.0	13
1.0	110.0	8
59.0	22.0	18
274.0	20.0	131
20.0	184.0	1
51.0	20.0	15
9.0	20.0	20
124.0	68.0	20
21.0	57.0	34
48.0	36.0	47
98.0	20.0	20
103.0	24.0	20
26.0	37.0	20
58.0	20.0	20
21.0	165.0	246
189.0	28.0	20
86.0	268.0	191
173.0	22.0	20
20.0	20.0	25
20.0	21.0	30
21.0	23.0	13
293.0	54.0	49
20.0	21.0	122
91.0	22.0	211
21.0	20.0	21
100.0	20.0	20
20.0	28.0	151
68.0	113.0	214
24.0	60.0	20
177.0	24.0	97
90.0	85.0	23
109.0	35.0	137
48.0	48.0	62
20.0	20.0	113
103.0	405.0	112
56.0	15.0	21
208.0	24.0	6
20.0	37.0	38
21.0	20.0	49
20.0	173.0	20
227.0	106.0	191
3.0	17.0	2
131.0	22.0	140
28.0	133.0	39
20.0	160.0	70
148.0	42.0	100
11.0	20.0	3
20.0	14.0	125
20.0	17.0	20
21.0	156.0	20
161.0	31.0	6
52.0	33.0	71
13.0	58.0	81
58.0	174.0	100
20.0	1.0	20
16.0	39.0	21
90.0	157.0	18
52.0	91.0	155
46.0	30.0	17
4.0	21.0	70
20.0	21.0	20
22.0	73.0	23
23.0	21.0	152
13.0	27.0	86
11.0	47.0	219
44.0	102.0	63
51.0	77.0	27
47.0	124.0	166
34.0	20.0	22
49.0	21.0	43
20.0	20.0	134
49.0	281.0	20
73.0	20.0	20
9.0	20.0	12
222.0	103.0	136
20.0	153.0	178
21.0	220.0	12
15.0	102.0	87
114.0	20.0	26
119.0	372.0	14
562.0	134.0	21
20.0	20.0	20
23.0	77.0	31
21.0	69.0	67
72.0	167.0	22
21.0	31.0	20
8.0	109.0	20
40.0	23.0	150
20.0	20.0	20
20.0	73.0	33
20.0	106.0	85
12.0	47.0	232
187.0	28.0	22
117.0	65.0	20
20.0	19.0	147
26.0	142.0	21
118.0	24.0	40
225.0	113.0	21
21.0	23.0	30
51.0	145.0	21
24.0	21.0	53
139.0	189.0	16
85.0	56.0	70
93.0	89.0	150
332.0	20.0	215
147.0	27.0	21
20.0	30.0	121
2.0	61.0	41
323.0	5.0	20
144.0	38.0	186
22.0	26.0	159
24.0	15.0	21
24.0	40.0	21
59.0	20.0	20
27.0	20.0	21
24.0	20.0	27
21.0	13.0	25
14.0	48.0	122
104.0	20.0	327
20.0	20.0	21
234.0	38.0	32
223.0	65.0	64
97.0	21.0	40
20.0	21.0	17
132.0	20.0	22
50.0	97.0	21
21.0	126.0	301
20.0	41.0	17
20.0	23.0	159
20.0	20.0	20
21.0	20.0	26
20.0	273.0	20
123.0	20.0	20
222.0	181.0	172
22.0	276.0	156
20.0	21.0	129
22.0	3.0	132
20.0	165.0	386
115.0	27.0	68
110.0	213.0	81
20.0	65.0	65
238.0	20.0	93
20.0	41.0	96
25.0	65.0	20
101.0	117.0	20
143.0	209.0	164
245.0	20.0	17
66.0	20.0	4
52.0	20.0	126
20.0	20.0	175
97.0	175.0	46
163.0	20.0	110
167.0	100.0	21
205.0	28.0	140
84.0	141.0	80
40.0	20.0	20
22.0	162.0	20
29.0	42.0	20
35.0	21.0	20
94.0	26.0	20
131.0	20.0	20
64.0	46.0	20
23.0	103.0	21
197.0	20.0	14
20.0	22.0	27
3.0	20.0	23
155.0	72.0	20
22.0	42.0	58
93.0	23.0	312
20.0	92.0	136
9.0	20.0	54
36.0	21.0	31
60.0	163.0	23
21.0	21.0	21
19.0	21.0	17
238.0	301.0	19
26.0	390.0	245
94.0	24.0	20
76.0	20.0	21
27.0	16.0	30
59.0	91.0	94
62.0	20.0	177
44.0	21.0	359
51.0	185.0	20
20.0	241.0	24
21.0	37.0	98
22.0	55.0	221
21.0	20.0	45
31.0	20.0	20
5.0	98.0	23
50.0	61.0	23
19.0	47.0	23
20.0	70.0	230
154.0	139.0	183
21.0	20.0	20
105.0	20.0	22
71.0	22.0	69
8.0	20.0	42
20.0	144.0	57
4.0	27.0	21
175.0	30.0	173
185.0	135.0	258
20.0	13.0	110
23.0	94.0	101
5.0	173.0	20
24.0	33.0	82
23.0	129.0	91
20.0	47.0	161
3.0	21.0	68
216.0	21.0	211
101.0	20.0	8
94.0	8.0	53
29.0	158.0	37
21.0	21.0	21
89.0	149.0	71
63.0	102.0	38
35.0	3.0	28
25.0	88.0	20
22.0	21.0	59
64.0	20.0	83
28.0	20.0	10
20.0	60.0	156
64.0	26.0	21
43.0	53.0	22
188.0	51.0	70
36.0	20.0	92
20.0	298.0	10
21.0	105.0	137
38.0	216.0	117
31.0	20.0	20
54.0	25.0	20
20.0	110.0	45
119.0	20.0	42
128.0	6.0	34
29.0	125.0	180
25.0	99.0	21
101.0	10.0	21
20.0	5.0	241
130.0	62.0	75
70.0	71.0	102
20.0	98.0	172
20.0	20.0	31
142.0	20.0	73
9.0	24.0	20
76.0	20.0	21
38.0	21.0	138
492.0	20.0	21
337.0	7.0	7
65.0	20.0	22
478.0	197.0	94
9.0	36.0	241
89.0	47.0	22
64.0	234.0	75
20.0	91.0	26
287.0	21.0	74
124.0	73.0	162
21.0	73.0	120
20.0	20.0	29
5.0	25.0	72
20.0	283.0	63
20.0	531.0	64
16.0	65.0	104
20.0	111.0	88
23.0	21.0	21
20.0	161.0	87
20.0	33.0	27
22.0	15.0	20
20.0	29.0	21
20.0	54.0	21
49.0	80.0	20
20.0	20.0	20
20.0	20.0	9
29.0	3.0	85
35.0	69.0	33
20.0	120.0	26
140.0	49.0	20
20.0	130.0	2
20.0	218.0	50
171.0	6.0	20
196.0	164.0	22
20.0	26.0	31
20.0	253.0	20
204.0	216.0	20
249.0	20.0	59
22.0	232.0	79
22.0	96.0	82
36.0	139.0	334
268.0	20.0	20
20.0	20.0	32
20.0	20.0	107
22.0	21.0	8
10.0	20.0	48
165.0	97.0	181
12.0	14.0	20
136.0	56.0	67
20.0	111.0	68
316.0	20.0	20
20.0	20.0	121
20.0	121.0	121
21.0	23.0	35
49.0	20.0	24
20.0	22.0	81
20.0	72.0	112
20.0	15.0	22
23.0	37.0	169
268.0	88.0	20
20.0	20.0	116
37.0	106.0	178
89.0	174.0	2
23.0	24.0	128
95.0	45.0	20
22.0	10.0	217
147.0	101.0	24
128.0	23.0	22
101.0	20.0	20
20.0	20.0	20
3.0	130.0	20
67.0	20.0	50
109.0	31.0	20
20.0	194.0	20
20.0	110.0	5
79.0	53.0	181
117.0	21.0	89
241.0	20.0	20
51.0	143.0	139
153.0	20.0	21
21.0	21.0	202
20.0	22.0	20
331.0	187.0	336
3.0	178.0	1
18.0	42.0	113
186.0	136.0	20
20.0	199.0	148
22.0	20.0	74
119.0	5.0	77
30.0	36.0	20
20.0	37.0	5
20.0	18.0	45
39.0	84.0	98
78.0	157.0	108
30.0	25.0	159
214.0	20.0	21
31.0	21.0	204
20.0	200.0	20
16.0	82.0	154
5.0	50.0	21
87.0	67.0	141
390.0	108.0	21
92.0	20.0	131
141.0	110.0	22
15.0	252.0	136
175.0	21.0	21
22.0	343.0	20
21.0	20.0	105
11.0	209.0	1
111.0	20.0	91
21.0	20.0	21
29.0	20.0	84
20.0	160.0	111
20.0	20.0	33
290.0	20.0	73
88.0	20.0	48
47.0	20.0	167
20.0	164.0	19
217.0	236.0	85
21.0	20.0	154
29.0	60.0	8
17.0	153.0	81
20.0	160.0	7
20.0	66.0	71
22.0	33.0	22
81.0	217.0	9
201.0	98.0	104
20.0	196.0	26
20.0	23.0	21
173.0	154.0	8
97.0	22.0	36
20.0	21.0	274
20.0	254.0	35
20.0	23.0	767
20.0	20.0	20
20.0	252.0	21
64.0	21.0	79
37.0	20.0	65
21.0	20.0	74
61.0	28.0	107
20.0	18.0	3
20.0	42.0	34
22.0	19.0	118
213.0	20.0	103
71.0	20.0	19
35.0	9.0	20
21.0	363.0	22
157.0	102.0	162
1.0	184.0	5
33.0	65.0	108
20.0	3.0	25
20.0	44.0	21
21.0	83.0	104
358.0	48.0	21
4.0	90.0	3
24.0	20.0	72
12.0	20.0	89
66.0	19.0	19
22.0	28.0	20
21.0	9.0	180
189.0	131.0	198
21.0	24.0	20
20.0	58.0	20
20.0	22.0	20
4.0	20.0	201
118.0	21.0	66
20.0	27.0	24
10.0	20.0	21
62.0	95.0	118
21.0	8.0	144
20.0	89.0	20
25.0	65.0	167
100.0	101.0	130
87.0	20.0	30
72.0	21.0	21
21.0	22.0	20
20.0	20.0	21
101.0	146.0	137
535.0	20.0	398
20.0	21.0	20
72.0	20.0	20
2.0	39.0	20
20.0	54.0	22
20.0	34.0	20
20.0	17.0	22
20.0	72.0	144
34.0	20.0	60
264.0	20.0	24
20.0	20.0	48
20.0	20.0	104
171.0	20.0	20
23.0	18.0	138
51.0	68.0	20
36.0	193.0	76
26.0	20.0	24
110.0	3.0	91
7.0	227.0	10
133.0	1.0	38
2.0	155.0	66
111.0	97.0	23
21.0	155.0	44
125.0	125.0	91
51.0	104.0	72
131.0	35.0	20
129.0	20.0	14
20.0	20.0	93
156.0	22.0	367
20.0	108.0	43
340.0	20.0	9
198.0	236.0	177
61.0	5.0	123
117.0	16.0	4
21.0	72.0	183
175.0	134.0	23
20.0	83.0	246
171.0	21.0	161
52.0	128.0	152
20.0	75.0	20
78.0	38.0	247
72.0	4.0	60
66.0	174.0	106
46.0	121.0	20
92.0	43.0	20
64.0	34.0	82
22.0	185.0	147
20.0	20.0	20
20.0	20.0	38
21.0	20.0	111
20.0	53.0	20
20.0	155.0	14
37.0	30.0	5
111.0	34.0	69
20.0	242.0	159
140.0	188.0	93
20.0	56.0	21
20.0	20.0	6
20.0	69.0	31
20.0	23.0	190
20.0	78.0	20
20.0	20.0	22
280.0	20.0	89
20.0	13.0	21
54.0	20.0	26
29.0	46.0	39
22.0	75.0	80
339.0	215.0	39
20.0	20.0	38
21.0	26.0	35
81.0	20.0	23
32.0	20.0	20
92.0	149.0	21
20.0	20.0	71
21.0	20.0	131
67.0	20.0	20
442.0	20.0	20
142.0	133.0	20
20.0	30.0	5
49.0	203.0	95
154.0	20.0	22
8.0	20.0	20
48.0	20.0	189
23.0	10.0	26
21.0	59.0	257
20.0	159.0	67
20.0	37.0	23
168.0	234.0	33
64.0	17.0	77
17.0	42.0	20
20.0	21.0	4
20.0	234.0	18
24.0	10.0	42
13.0	47.0	16
50.0	47.0	155
60.0	129.0	21
25.0	20.0	141
114.0	50.0	2
36.0	97.0	184
37.0	20.0	21
96.0	3.0	175
23.0	90.0	8
4.0	61.0	72
111.0	104.0	125
34.0	20.0	236
17.0	102.0	22
86.0	153.0	20
24.0	20.0	21
24.0	36.0	20
20.0	107.0	21
21.0	142.0	42
41.0	23.0	136
20.0	20.0	248
20.0	257.0	25
65.0	180.0	20
28.0	21.0	134
21.0	11.0	20
21.0	7.0	20
15.0	75.0	108
30.0	87.0	34
111.0	32.0	20
91.0	21.0	20
20.0	82.0	155
73.0	74.0	35
15.0	20.0	55
277.0	20.0	20
22.0	87.0	25
20.0	165.0	123
20.0	22.0	264
36.0	131.0	119
225.0	163.0	165
20.0	135.0	26
20.0	100.0	20
20.0	34.0	20
270.0	20.0	3
25.0	9.0	49
20.0	63.0	92
20.0	238.0	158
119.0	131.0	20
134.0	249.0	24
20.0	3.0	21
128.0	20.0	20
21.0	114.0	17
20.0	127.0	22
31.0	27.0	290
48.0	105.0	20
4.0	20.0	21
31.0	35.0	17
23.0	140.0	21
6.0	22.0	178
36.0	20.0	186
22.0	254.0	26
189.0	8.0	20
20.0	23.0	7
20.0	196.0	161
22.0	49.0	49
140.0	21.0	20
21.0	20.0	88
21.0	22.0	21
295.0	26.0	20
106.0	6.0	17
20.0	77.0	13
23.0	1.0	154
89.0	147.0	98
169.0	21.0	21
12.0	20.0	55
49.0	165.0	38
34.0	109.0	17
43.0	21.0	186
26.0	22.0	20
21.0	79.0	35
20.0	20.0	52
20.0	20.0	84
20.0	245.0	49
20.0	23.0	203
107.0	147.0	222
21.0	20.0	66
32.0	21.0	63
5.0	21.0	20
20.0	129.0	99
125.0	114.0	1
20.0	18.0	26
20.0	20.0	31
21.0	113.0	25
20.0	20.0	20
20.0	20.0	20
20.0	44.0	318
62.0	45.0	102
89.0	145.0	98
42.0	77.0	62
52.0	65.0	21
23.0	44.0	25
5.0	25.0	22
74.0	21.0	20
4.0	23.0	20
71.0	20.0	20
53.0	20.0	21
21.0	68.0	100
20.0	39.0	22
20.0	20.0	22
45.0	49.0	5
20.0	20.0	82
45.0	17.0	43
64.0	20.0	20
20.0	21.0	21
20.0	20.0	21
20.0	20.0	22
107.0	20.0	144
20.0	20.0	31
20.0	218.0	21
11.0	20.0	20
55.0	21.0	331
171.0	65.0	110
46.0	20.0	21
443.0	114.0	23
440.0	73.0	196
276.0	69.0	20
179.0	400.0	15
28.0	20.0	32
2.0	124.0	28
20.0	23.0	82
20.0	86.0	159
153.0	102.0	210
41.0	173.0	20
112.0	30.0	99
20.0	20.0	34
146.0	20.0	186
101.0	21.0	25
22.0	20.0	17
2.0	20.0	258
37.0	22.0	217
54.0	64.0	98
36.0	87.0	139
73.0	175.0	103
102.0	2.0	22
91.0	34.0	20
41.0	20.0	141
21.0	20.0	36
22.0	20.0	24
24.0	20.0	112
20.0	109.0	20
126.0	122.0	101
223.0	8.0	374
51.0	20.0	3
20.0	2.0	182
4.0	96.0	19
31.0	21.0	174
1.0	122.0	24
94.0	411.0	23
61.0	9.0	12
21.0	152.0	66
13.0	155.0	18
116.0	50.0	154
20.0	17.0	49
11.0	82.0	8
20.0	53.0	28
271.0	25.0	21
21.0	199.0	20
20.0	64.0	52
92.0	45.0	138
20.0	20.0	31
4.0	2.0	22
191.0	84.0	20
87.0	245.0	34
6.0	81.0	20
71.0	17.0	27
20.0	254.0	131
297.0	20.0	182
20.0	96.0	63
213.0	12.0	143
4.0	20.0	115
174.0	11.0	92
20.0	82.0	21
228.0	20.0	20
39.0	28.0	134
20.0	93.0	65
182.0	42.0	200
548.0	57.0	86
24.0	21.0	30
20.0	183.0	44
20.0	20.0	22
20.0	99.0	47
21.0	21.0	31
20.0	79.0	20
20.0	183.0	227
4.0	20.0	83
6.0	67.0	237
97.0	123.0	24
137.0	69.0	22
15.0	20.0	126
72.0	20.0	131
28.0	61.0	107
20.0	251.0	20
22.0	231.0	19
20.0	20.0	28
20.0	179.0	219
6.0	129.0	171
182.0	21.0	20
21.0	20.0	23
20.0	20.0	42
149.0	21.0	22
55.0	25.0	239
25.0	53.0	24
19.0	66.0	185
118.0	21.0	6
71.0	20.0	38
20.0	20.0	116
23.0	52.0	133
212.0	153.0	21
20.0	64.0	112
20.0	99.0	508
20.0	98.0	92
20.0	3.0	22
21.0	20.0	17
67.0	20.0	51
20.0	20.0	55
20.0	20.0	23
20.0	23.0	20
20.0	21.0	23
21.0	1.0	22
22.0	79.0	10
22.0	42.0	124
21.0	111.0	31
146.0	44.0	32
134.0	20.0	48
60.0	54.0	152
78.0	65.0	14
20.0	23.0	14
345.0	101.0	23
18.0	21.0	25
21.0	35.0	18
21.0	34.0	57
20.0	42.0	133
217.0	24.0	186
79.0	18.0	20
20.0	22.0	21
255.0	114.0	36
21.0	66.0	20
21.0	21.0	23
86.0	20.0	230
114.0	266.0	75
20.0	22.0	22
99.0	2.0	107
12.0	58.0	133
103.0	190.0	7
212.0	84.0	123
227.0	33.0	4
21.0	235.0	280
327.0	46.0	22
19.0	27.0	20
64.0	56.0	42
72.0	22.0	22
36.0	21.0	21
12.0	19.0	191
24.0	82.0	4
141.0	21.0	54
68.0	20.0	159
18.0	175.0	143
154.0	16.0	20
20.0	94.0	144
21.0	3.0	21
21.0	15.0	232
6.0	51.0	216
47.0	20.0	22
32.0	20.0	165
20.0	20.0	58
20.0	27.0	148
74.0	79.0	128
22.0	20.0	81
123.0	23.0	58
20.0	101.0	23
24.0	127.0	20
20.0	138.0	269
278.0	239.0	22
20.0	20.0	20
14.0	20.0	22
67.0	20.0	93
24.0	34.0	21
163.0	116.0	132
191.0	21.0	21
169.0	401.0	103
28.0	249.0	20
21.0	80.0	209
21.0	20.0	21
4.0	20.0	347
141.0	20.0	204
111.0	92.0	1
17.0	21.0	41
20.0	20.0	10
20.0	22.0	251
79.0	7.0	7
129.0	18.0	126
93.0	23.0	20
33.0	22.0	20
21.0	21.0	20
21.0	68.0	209
67.0	120.0	21
1.0	20.0	21
64.0	24.0	142
103.0	20.0	76
20.0	21.0	62
20.0	20.0	20
125.0	21.0	20
22.0	49.0	21
20.0	138.0	20
21.0	33.0	81
22.0	21.0	20
179.0	31.0	4
47.0	5.0	66
17.0	43.0	180
20.0	7.0	58
187.0	102.0	49
204.0	190.0	19
20.0	208.0	23
302.0	22.0	195
4.0	21.0	73
25.0	20.0	20
35.0	113.0	101
20.0	77.0	309
25.0	70.0	5
142.0	274.0	194
46.0	20.0	13
44.0	22.0	114
22.0	91.0	21
44.0	31.0	74
23.0	20.0	20
55.0	20.0	20
20.0	8.0	38
8.0	21.0	58
188.0	20.0	20
87.0	25.0	241
73.0	22.0	81
5.0	269.0	300
39.0	22.0	44
20.0	149.0	76
20.0	130.0	21
10.0	20.0	20
224.0	33.0	23
19.0	238.0	94
20.0	116.0	53
20.0	20.0	17
2.0	15.0	44
158.0	40.0	15
5.0	20.0	149
97.0	139.0	241
20.0	91.0	250
500.0	17.0	81
15.0	138.0	176
238.0	24.0	20
20.0	10.0	33
21.0	73.0	202
21.0	95.0	109
62.0	22.0	109
21.0	21.0	21
59.0	50.0	2
17.0	77.0	116
12.0	30.0	17
241.0	45.0	34
96.0	36.0	95
98.0	122.0	102
152.0	20.0	233
22.0	152.0	13
21.0	20.0	56
210.0	356.0	49
8231.0	20.0	194
175.0	177.0	20
21.0	20.0	20
20.0	20.0	21
12.0	35.0	20
92.0	179.0	45
20.0	22.0	145
20.0	139.0	148
21.0	173.0	20
20.0	106.0	163
20.0	20.0	20
21.0	20.0	20
23.0	20.0	100
94.0	237.0	21
104.0	43.0	164
20.0	126.0	20
7.0	152.0	20
54.0	170.0	30
148.0	20.0	97
20.0	20.0	20
22.0	17.0	94
1.0	27.0	20
24.0	172.0	18
20.0	156.0	171
108.0	20.0	144
20.0	20.0	20
21.0	280.0	190
20.0	21.0	25
20.0	22.0	18
21.0	16.0	20
191.0	60.0	89
56.0	171.0	20
21.0	119.0	29
14.0	25.0	19
21.0	214.0	30
20.0	38.0	55
20.0	38.0	22
20.0	20.0	21
20.0	169.0	28
20.0	20.0	20
38.0	145.0	215
117.0	20.0	20
20.0	9.0	218
17.0	104.0	20
4.0	24.0	22
65.0	21.0	246
57.0	25.0	240
88.0	227.0	283
335.0	276.0	20
21.0	22.0	177
20.0	146.0	20
21.0	21.0	77
206.0	22.0	18
20.0	20.0	141
20.0	49.0	20
153.0	85.0	5
45.0	18.0	88
29.0	144.0	20
24.0	220.0	125
402.0	27.0	167
26.0	287.0	20
22.0	50.0	42
78.0	132.0	185
99.0	234.0	20
206.0	20.0	20
42.0	20.0	20
84.0	148.0	10
113.0	52.0	249
310.0	20.0	28
29.0	20.0	109
220.0	20.0	20
22.0	17.0	20
20.0	20.0	20
81.0	20.0	37
158.0	366.0	22
33.0	20.0	20
146.0	22.0	20
20.0	59.0	24
257.0	76.0	20
58.0	63.0	102
21.0	20.0	20
168.0	20.0	216
97.0	203.0	217
152.0	307.0	20
185.0	40.0	80
294.0	26.0	71
13.0	272.0	52
53.0	163.0	89
21.0	119.0	86
22.0	20.0	20
20.0	21.0	56
43.0	46.0	221
424.0	20.0	20
20.0	116.0	20
20.0	20.0	272
180.0	20.0	84
224.0	24.0	20
293.0	24.0	251
