ID	Cluster	ONTOLOGY	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	Level
GO:0002181	thirty	BP	cytoplasmic translation	0.026637069922308545	160/18888	0.15	3.144506104328524	6.096858224260437	6.092823251514402e-7	0.003117697657799919	0.003020757633119245	5315/6128/51386/3646/6207/221662/6206/8890/6209/25873/6155/10492/6194/6176/23521/6233/8893/6189/6134/6154/6159/6201/4736/7311	24	8
GO:0002181	mode	BP	cytoplasmic translation	0.012442007591733445	160/18888	0.36875	1.4687789962041333	3.4476873376442403	6.103952752741439e-4	0.027271701795926674	0.023845926532567792	51121/55854/8891/51386/6164/22916/1981/9349/1968/11224/132864/6233/8893/8667/2197/3192/6159/3921/6203/6227/6201/5936/170506/6165/8663/728689/6168/6170/10399/6173/6224/7812/26986/8668/8669/3646/6217/6158/1819/1967/6152/6209/6230/8892/6155/6210/10492/3184/6187/6205/1939/6189/6188/9147/6157/6232/4733/6235/64506	59	8
GO:0002181	big_UAA	BP	cytoplasmic translation	0.03390875462392109	160/18888	0.34375	4.002928483353884	11.691502506876917	4.3506728615244693e-20	2.4324611968783306e-16	2.403403281818991e-16	6224/6141/26986/8891/6160/8668/6128/6175/6122/8664/3646/6217/6143/1819/6164/6207/80315/6152/6209/6146/6144/6125/6204/8666/6176/6229/6135/6202/6189/6130/6188/2197/6156/6154/6133/7884/6137/3921/6203/6201/5936/6124/6138/6181/6232/27335/6165/6231/6136/6147/6235/7311/6222/6173/6139	55	8
GO:0002181	big	BP	cytoplasmic translation	0.018255972033404545	160/18888	0.5875	2.1551174985434067	8.982677923306445	5.017911528833012e-17	3.1768397889041797e-13	2.930460332838479e-13	6224/6141/8891/6160/6193/8668/6128/6175/6122/8664/100101490/6217/6223/6142/6143/6164/6152/22916/1981/8890/6209/6144/6125/6204/9349/25873/8666/6155/10492/11224/6176/6229/6187/6205/6135/6202/1939/6161/6189/6134/6130/6188/2197/6156/6132/6159/200916/6133/6208/56339/3921/6203/6227/6201/6169/6138/6181/27335/6165/8663/728689/6168/6136/6147/10399/6235/7311/6222/28985/6173/5315/26986/2332/3646/6158/1819/6207/80315/6146/6230/57409/6210/132864/25946/6154/7884/6157/6137/5936/6124/6232/6218/6231/6139	94	8
