ENSPPERNIT000008	TAA	0
ENSPPERNIT000036	TGA	0
ENSPPERNIT000073	TGA	0
ENSPPERNIT000215	TGA	0
ENSPPERNIT000263	TGA	0
ENSPPERNIT000266	TAG	0
ENSPPERNIT000286	TAG	0
ENSPPERNIT000287	TAA	0
ENSPPERNIT000299	TGA	0
ENSPPERNIT000331	TAG	0
ENSPPERNIT000332	TAG	0
ENSPPERNIT000389	TAG	0
ENSPPERNIT000423	TAA	0
ENSPPERNIT000430	TAA	0
ENSPPERNIT000440	TAA	0
ENSPPERNIT000452	TAA	0
ENSPPERNIT000454	TAA	0
ENSPPERNIT000455	TAA	0
ENSPPERNIT000546	TAA	0
ENSPPERNIT000581	TAA	0
ENSPPERNIT000599	TAA	0
ENSPPERNIT000610	TGA	0
ENSPPERNIT000616	TAA	0
ENSPPERNIT000778	TGA	0
ENSPPERNIT000788	TAG	0
ENSPPERNIT000803	TAA	0
ENSPPERNIT000848	TGA	0
ENSPPERNIT000936	TAA	0
ENSPPERNIT000993	TGA	0
ENSPPERNIT001051	TGA	0
ENSPPERNIT001113	TAA	0
ENSPPERNIT001142	TAG	0
ENSPPERNIT001156	TGA	0
ENSPPERNIT001201	TGA	0
ENSPPERNIT001244	TGA	0
ENSPPERNIT001280	TAG	0
ENSPPERNIT001287	TAG	0
ENSPPERNIT001324	TGA	0
ENSPPERNIT001326	TAA	0
ENSPPERNIT001360	TGA	0
ENSPPERNIT001372	TAA	0
ENSPPERNIT001481	TAA	0
ENSPPERNIT001562	TAA	0
ENSPPERNIT001588	TGA	0
ENSPPERNIT001598	TGA	0
ENSPPERNIT001635	TGA	0
ENSPPERNIT001659	TGA	0
ENSPPERNIT001694	TAA	0
ENSPPERNIT001702	TGA	0
ENSPPERNIT001853	TAA	0
ENSPPERNIT001875	TAA	0
ENSPPERNIT001906	TGA	0
ENSPPERNIT001918	TAA	0
ENSPPERNIT001952	TGA	0
ENSPPERNIT002006	TGA	0
ENSPPERNIT002049	TAG	0
ENSPPERNIT002067	TAG	0
ENSPPERNIT002119	TGA	0
ENSPPERNIT002131	TAA	0
ENSPPERNIT002132	TAA	0
ENSPPERNIT002148	TAA	0
ENSPPERNIT002156	TAA	0
ENSPPERNIT002216	TGA	0
ENSPPERNIT002247	TGA	0
ENSPPERNIT002278	TGA	0
ENSPPERNIT002281	TGA	0
ENSPPERNIT002309	TAA	0
ENSPPERNIT002382	TGA	0
ENSPPERNIT002393	TAA	0
ENSPPERNIT002417	TAA	0
ENSPPERNIT002421	TAA	0
ENSPPERNIT002434	TGA	0
ENSPPERNIT002460	TGA	0
ENSPPERNIT002475	TAA	0
ENSPPERNIT002484	TAA	0
ENSPPERNIT002487	TGA	0
ENSPPERNIT002493	TGA	0
ENSPPERNIT002494	TGA	0
ENSPPERNIT002502	TAG	0
ENSPPERNIT002525	TGA	0
ENSPPERNIT002621	TAA	0
ENSPPERNIT002664	TAG	0
ENSPPERNIT002718	TAA	0
ENSPPERNIT002807	TGA	0
ENSPPERNIT002826	TAG	0
ENSPPERNIT002844	TAA	0
ENSPPERNIT002852	TGA	0
ENSPPERNIT002894	TAA	0
ENSPPERNIT002896	TAA	0
ENSPPERNIT002907	TAA	0
ENSPPERNIT002910	TAG	0
ENSPPERNIT002936	TAA	0
ENSPPERNIT002966	TGA	0
ENSPPERNIT002996	TGA	0
ENSPPERNIT003010	TAA	0
ENSPPERNIT003012	TGA	0
ENSPPERNIT003042	TAG	0
ENSPPERNIT003066	TAA	0
ENSPPERNIT003080	TAA	0
ENSPPERNIT003283	TGA	0
ENSPPERNIT003288	TAA	0
ENSPPERNIT003292	TAA	0
ENSPPERNIT003312	TAA	0
ENSPPERNIT003383	TGA	0
ENSPPERNIT003384	TGA	0
ENSPPERNIT003392	TAA	0
ENSPPERNIT003439	TAG	0
ENSPPERNIT003521	TGA	0
ENSPPERNIT003556	TAA	0
ENSPPERNIT003561	TAA	0
ENSPPERNIT003602	TAG	0
ENSPPERNIT003637	TAA	0
ENSPPERNIT003638	TAG	0
ENSPPERNIT003643	TAA	0
ENSPPERNIT003645	TAA	0
ENSPPERNIT003756	TGA	0
ENSPPERNIT003801	TAA	0
ENSPPERNIT003826	TGA	0
ENSPPERNIT003836	TAG	0
ENSPPERNIT003845	TAA	0
ENSPPERNIT003849	TAG	0
